game_id,play_id,pass_result,down,yards_to_go,number_of_pass_rushers,possession_team,quarter,target_nfl_id,target_height,target_weight,complete_pass,half_seconds_remaining,qb_hit,cp,dist_def1,dist_def2,yards_from_los,yards_from_sideline,time_ball_in_air,angle_diff
2018090600,75,C,1,15,4,ATL,1,2495454,75,220,1,1800,0,0.7133052349090576,2.957870855869133,6.752903079417023,9.310000000000002,0.14999999999999858,1.1,158.71000000000004
2018090600,146,I,1,10,4,ATL,1,2560854,73,190,0,1690,0,0.7667520642280579,1.8917187951701462,1.8944656238633597,3.490000000000002,0.14999999999999858,0.5,157.11999999999998
2018090600,168,I,2,10,4,ATL,1,2543583,68,206,0,1685,0,0.8756614327430725,NA,NA,-2.8299999999999983,0.14999999999999858,NA,66.01999999999998
2018090600,190,C,3,10,5,ATL,1,2495454,75,220,1,1681,0,0.34909874200820923,3.8989485762189857,6.206142118901237,13.299999999999997,0.14999999999999858,1.7,314.09
2018090600,256,I,3,1,6,ATL,1,2543583,68,206,0,1559,0,0.6101731657981873,2.3517227727774395,NA,1.83,0.14999999999999858,0.9,66.65999999999997
2018090600,320,C,2,8,4,PHI,1,2552600,72,198,1,1510,0,0.7600589990615845,1.417956275771577,NA,2.539999999999999,0.14999999999999858,0.8,278.52
2018090600,344,I,3,4,4,PHI,1,2506467,66,190,0,1464,0,0.6532976031303406,NA,NA,4.530000000000001,0.14999999999999858,NA,285.79999999999995
2018090600,402,I,1,10,4,ATL,1,2533040,74,215,0,1448,0,0.5741263628005981,2.102617416459782,NA,17.880000000000003,0.14999999999999858,1.3,68.07
2018090600,492,C,2,13,4,ATL,1,2552453,73,210,1,1321,0,0.7104808688163757,17.603297986456976,NA,-8.009999999999998,0.14999999999999858,1,93.98000000000002
2018090600,521,C,1,10,3,ATL,1,2555415,76,254,1,1279,0,0.7620155811309814,2.3947024867402633,NA,1.3599999999999994,0.14999999999999858,0.5,183.38
2018090600,545,I,2,7,4,ATL,1,NA,NA,NA,0,1238,0,NA,NA,NA,NA,NA,NA,NA
2018090600,636,I,3,3,4,ATL,1,2555415,76,254,0,1207,0,0.44368666410446167,NA,NA,3.2300000000000004,0.14999999999999858,NA,182.91
2018090600,752,C,2,4,3,PHI,1,2552600,72,198,1,1126,0,0.7520105838775635,2.196929675706523,NA,4.210000000000001,0.14999999999999858,0.6,126.33
2018090600,776,S,1,10,5,PHI,1,2532842,78,243,0,1086,1,NA,NA,NA,NA,NA,NA,NA
2018090600,839,S,3,12,3,PHI,1,2532842,78,243,0,981,1,NA,NA,NA,NA,NA,NA,NA
2018090600,889,I,1,10,4,ATL,1,2495454,75,220,0,930,0,0.7164554595947266,NA,NA,10.129999999999995,0.14999999999999858,NA,158.26999999999998
2018090600,949,C,3,12,4,ATL,2,2543583,68,206,1,900,0,0.8399825692176819,15.482028290892638,NA,-6.399999999999999,0.14999999999999858,0.6,73.99
2018090600,992,C,1,10,4,PHI,2,2552600,72,198,1,852,0,0.8707860112190247,4.788527957525161,NA,-1.8299999999999983,0.14999999999999858,0.5,99.13
2018090600,1037,C,3,7,5,PHI,2,2552600,72,198,1,773,0,0.5721047520637512,0.24596747752497558,NA,11.490000000000002,0.14999999999999858,0.8,165.61
2018090600,1061,C,1,10,4,PHI,2,2552600,72,198,1,734,0,0.7618710398674011,0.5547071299343426,NA,4.920000000000002,0.14999999999999858,0.6,109.04000000000002
2018090600,1085,C,2,4,4,PHI,2,2553502,68,190,1,703,0,0.7437382936477661,5.430073664325359,NA,4.159999999999997,0.14999999999999858,0.9,71.01999999999998
2018090600,1202,C,2,10,4,PHI,2,2506467,66,190,1,547,0,0.7987208366394043,1.9402319448973189,NA,0.4400000000000013,0.14999999999999858,0.6,127.57999999999998
2018090600,1295,I,1,19,4,PHI,2,2560995,77,256,0,463,0,0.2836366295814514,0.7505997601918083,8.497440791202962,6.57,0.14999999999999858,2.1,297.05
2018090600,1344,C,3,18,4,PHI,2,2540158,77,250,1,413,0,0.5242719650268555,3.453490987392328,7.085266402895524,11.739999999999998,0.14999999999999858,0.9,193.54
2018090600,1423,C,2,8,4,ATL,2,2495454,75,220,1,334,1,0.3540792763233185,1.940231944897311,8.578123337886906,21.79,0.14999999999999858,1.8,337.87
2018090600,1473,C,2,9,4,ATL,2,2533040,74,215,1,260,1,0.5139968991279602,1.9821705274773953,2.4191320757660146,4.530000000000001,0.14999999999999858,0.7,121.17999999999999
2018090600,1546,I,2,8,4,ATL,2,2533040,74,215,0,183,0,0.37028446793556213,NA,NA,7.299999999999997,0.14999999999999858,NA,20.17
2018090600,1568,S,3,8,5,ATL,2,310,76,217,0,178,1,NA,NA,NA,NA,NA,NA,NA
2018090600,1628,I,1,10,4,PHI,2,2506467,66,190,0,121,0,0.8697949051856995,NA,NA,-5.719999999999999,0.14999999999999858,NA,239.64
2018090600,1680,C,2,10,4,PHI,2,2552600,72,198,1,117,1,0.535557210445404,1.2127654348636494,NA,3.1599999999999966,0.14999999999999858,0.6,96.63999999999999
2018090600,1750,C,1,10,4,PHI,2,2540158,77,250,1,104,0,0.7685545086860657,7.348421599227958,NA,2.5900000000000034,0.14999999999999858,1,80.49000000000001
2018090600,1779,I,2,3,4,PHI,2,2506467,66,190,0,99,0,0.8783456087112427,8.396219387319505,NA,-5.900000000000006,0.14999999999999858,0.6,233.97
2018090600,1801,I,3,3,4,PHI,2,2540158,77,250,0,95,0,0.602281391620636,NA,NA,8.879999999999995,0.14999999999999858,NA,48.110000000000014
2018090600,1869,C,1,10,4,ATL,2,2495454,75,220,1,80,0,0.6339482069015503,3.020016556246008,13.517784581801857,9.530000000000001,0.14999999999999858,1.5,66.9
2018090600,1894,I,1,10,4,ATL,2,2560854,73,190,0,75,0,0.5989230871200562,0.817067928632617,6.173078648454106,12.939999999999998,0.14999999999999858,0.9,131.41
2018090600,1916,C,2,10,4,ATL,2,2543583,68,206,1,70,0,0.7731101512908936,4.08795792541949,NA,0.38000000000000256,0.14999999999999858,0.8,209.90000000000003
2018090600,1940,I,3,3,4,ATL,2,2495454,75,220,0,48,0,0.6915586590766907,0.4669047011971519,6.8332203242687894,3.960000000000001,0.14999999999999858,0.6,123.85000000000001
2018090600,2055,I,1,5,4,PHI,2,2507763,72,200,0,29,0,0.2997044324874878,NA,NA,20.519999999999996,0.14999999999999858,NA,52.56
2018090600,2094,I,2,5,5,PHI,2,2507763,72,200,0,22,1,0.3776015043258667,NA,NA,6.010000000000005,0.14999999999999858,NA,300.74
2018090600,2116,C,3,5,4,PHI,2,2506467,66,190,1,17,0,0.8560479283332825,13.610562075094467,NA,-7.209999999999994,0.14999999999999858,0.7,105.49000000000001
2018090600,2260,C,1,10,3,PHI,3,2540158,77,250,1,1800,0,0.7699359059333801,2.7950849718747417,8.853682849526518,4.329999999999998,0.14999999999999858,0.6,203.45999999999998
2018090600,2360,I,2,9,4,PHI,3,2552600,72,198,0,1677,0,0.5373245477676392,1.5730861387730728,13.78808906266565,16.979999999999997,0.14999999999999858,1.3,267.8
2018090600,2382,C,3,9,5,PHI,3,2552600,72,198,1,1671,0,0.8480599522590637,10.036463520583334,NA,-0.7399999999999949,0.14999999999999858,0.7,91.05000000000001
2018090600,2450,C,2,2,5,ATL,3,2495454,75,220,1,1614,0,0.7637745141983032,2.5761987500967383,NA,5.18,0.14999999999999858,0.8,0.8300000000000125
2018090600,2474,I,1,10,3,ATL,3,2495454,75,220,0,1575,1,0.2600608170032501,1.7514850841500171,17.220072589858614,17.29,0.14999999999999858,3.3,45.940000000000005
2018090600,2503,I,2,10,4,ATL,3,NA,NA,NA,0,1564,0,NA,NA,NA,NA,NA,NA,NA
2018090600,2575,C,3,22,4,ATL,3,2495454,75,220,1,1557,0,0.8572735786437988,5.888718026871385,NA,4.009999999999998,0.14999999999999858,0.7,104.75000000000001
2018090600,2624,C,1,10,5,PHI,3,2560995,77,256,1,1511,0,0.8214658498764038,3.71467360611938,NA,0.060000000000002274,0.14999999999999858,0.7,98.36000000000001
2018090600,2648,C,2,6,4,PHI,3,2540158,77,250,1,1472,0,0.8104283213615417,5.129775823561883,NA,1.7000000000000028,0.14999999999999858,0.5,116.87000000000003
2018090600,2693,I,1,10,4,PHI,3,2552600,72,198,0,1389,0,0.7812918424606323,0.47010637094172936,8.345585659496885,5.380000000000003,0.14999999999999858,0.6,205.55
2018090600,2736,C,3,5,4,PHI,3,2532842,78,243,1,1361,0,0.6266591548919678,NA,NA,-3.1599999999999966,0.14999999999999858,1.7,NA
2018090600,2764,I,1,10,4,PHI,3,2540158,77,250,0,1306,0,0.7482984066009521,NA,NA,9.71,0.14999999999999858,NA,235.46
2018090600,2811,C,3,8,5,PHI,3,2540158,77,250,1,1260,0,0.6423149704933167,12.190036915448614,NA,10.46,0.14999999999999858,0.8,163.32
2018090600,2980,C,2,25,4,ATL,3,2555415,76,254,1,1113,0,0.6535243391990662,5.951890455981188,6.571491459326417,9.189999999999998,0.14999999999999858,0.8,126.39
2018090600,3004,I,3,10,5,ATL,3,2495454,75,220,0,1068,0,0.5605028867721558,0.8469356528095867,NA,9.409999999999997,0.14999999999999858,1.4,320.83
2018090600,3066,I,2,6,4,PHI,3,2540158,77,250,0,1009,0,0.7573817372322083,2.8130588333698268,3.0334963326168696,2.230000000000004,0.14999999999999858,0.7,137.47999999999996
2018090600,3095,I,3,6,5,PHI,3,2540158,77,250,0,1001,0,0.6067334413528442,4.293401914566121,NA,9.870000000000005,0.14999999999999858,0.9,197.39999999999998
2018090600,3181,I,2,6,5,ATL,3,2495454,75,220,0,947,0,0.27678653597831726,NA,NA,18.740000000000002,0.14999999999999858,NA,35.449999999999996
2018090600,3203,I,3,6,4,ATL,3,2558023,77,253,0,940,1,0.4834974408149719,1.3943098651304175,11.704652920954128,9.96,0.14999999999999858,0.7,201.86999999999998
2018090600,3257,I,1,10,6,ATL,3,2495454,75,220,0,920,0,0.8716130256652832,9.282914413049385,NA,-0.5,0.14999999999999858,0.2,93.75
2018090600,3279,C,2,10,4,ATL,3,2533040,74,215,1,917,0,0.7840821743011475,6.386000313185083,11.462307795553215,2.6400000000000006,0.14999999999999858,0.6,191.45999999999998
2018090600,3392,IN,3,3,7,ATL,4,2495454,75,220,0,783,0,0.43099597096443176,2.1802064122463336,NA,8.309999999999999,0.14999999999999858,1.7,344.64
2018090600,3481,IN,1,10,4,PHI,4,2560995,77,256,0,645,0,0.7027348875999451,1.9291708063310493,5.2904631177242,11.399999999999999,0.14999999999999858,1.1,317.72
2018090600,3507,C,1,10,4,ATL,4,2495454,75,220,1,635,1,0.37740620970726013,3.7690317058894545,9.294928724847756,14.559999999999999,0.14999999999999858,1.3,91.44999999999999
2018090600,3678,I,3,14,4,PHI,4,2540158,77,250,0,479,0,0.46570906043052673,2.1349004660639337,2.521745427278494,13.450000000000003,0.14999999999999858,1.1,274.84
2018090600,3791,C,1,20,5,ATL,4,2533040,74,215,1,435,0,0.8902212381362915,2.290545786488441,NA,-4.109999999999999,0.14999999999999858,0.5,167.51000000000002
2018090600,3815,S,2,25,4,ATL,4,310,76,217,0,391,1,NA,NA,NA,NA,NA,NA,NA
2018090600,3844,C,3,28,4,ATL,4,2543583,68,206,1,345,0,0.823253870010376,15.473344822629665,NA,-3.6899999999999977,0.14999999999999858,0.8,138.47
2018090600,3904,C,1,10,3,PHI,4,2552600,72,198,1,291,0,0.804198682308197,2.686633581268574,9.391922061005404,3.039999999999999,0.14999999999999858,0.8,124.07999999999998
2018090600,3928,I,2,8,4,PHI,4,2507763,72,200,0,288,0,0.2656182646751404,1.011335750381645,14.029999999999998,21.53,0.14999999999999858,2.7,73.53
2018090600,3950,C,3,8,3,PHI,4,2506467,66,190,1,281,0,0.850527822971344,12.40040321925058,NA,-2.219999999999999,0.14999999999999858,0.7,99.98999999999998
2018090600,3979,C,1,10,4,PHI,4,2506467,66,190,1,272,0,0.8021596074104309,4.835080144113437,NA,0.6599999999999966,0.14999999999999858,0.9,193.42
2018090600,4142,C,1,10,4,ATL,4,2555415,76,254,1,139,0,0.7638190984725952,4.092004398824608,6.265412995166399,4.200000000000003,0.14999999999999858,0.6,198
2018090600,4166,C,2,4,4,ATL,4,2495454,75,220,1,121,0,0.6344265937805176,2.450795789126464,8.613129512552335,14.129999999999995,0.14999999999999858,1.2,306.91999999999996
2018090600,4207,I,1,10,4,ATL,4,2552453,73,210,0,114,0,0.6166173815727234,NA,NA,NA,NA,NA,NA
2018090600,4239,S,2,10,5,ATL,4,310,76,217,0,110,1,NA,NA,NA,NA,NA,NA,NA
2018090600,4258,C,3,17,4,ATL,4,2495454,75,220,1,85,1,0.33718258142471313,3.138996654983881,NA,13.090000000000003,0.14999999999999858,1.8,49.52000000000001
2018090600,4282,C,1,10,4,ATL,4,2495454,75,220,1,78,0,0.6901217103004456,1.712921480979215,3.4258429619584163,4.420000000000002,0.14999999999999858,0.7,192.82999999999998
2018090600,4306,S,2,1,5,ATL,4,310,76,217,0,55,1,NA,NA,NA,NA,NA,NA,NA
2018090600,4325,C,3,8,5,ATL,4,2533040,74,215,1,29,0,0.5289238095283508,0.984123975929863,9.339105952927191,5.43,0.14999999999999858,0.6,101.47999999999999
2018090600,4366,I,1,10,4,ATL,4,NA,NA,NA,0,24,0,NA,NA,NA,NA,NA,NA,NA
2018090600,4395,I,2,10,4,ATL,4,2495454,75,220,0,16,1,0.3449840247631073,NA,NA,9.47,0.14999999999999858,NA,314.27
2018090600,4417,I,3,10,4,ATL,4,NA,NA,NA,0,11,1,NA,NA,NA,NA,NA,NA,NA
2018090600,4472,I,1,5,4,ATL,4,2495454,75,220,0,1,1,0.30007246136665344,0.5830951894845285,NA,4.9,0.14999999999999858,1.4,61.660000000000025
2018090901,72,C,2,7,4,PIT,1,2557978,73,233,1,1764,0,0.8726190328598022,6.751666460956139,NA,-5.8699999999999974,0.14999999999999858,0.2,31.540000000000006
2018090901,96,I,3,2,6,PIT,1,2508061,70,185,0,1717,0,0.7429067492485046,NA,NA,0.5600000000000023,0.14999999999999858,NA,285.71
2018090901,157,C,2,4,4,CLE,1,2557986,76,246,1,1672,0,0.8728432059288025,2.7438841083398606,NA,-2.319999999999993,0.14999999999999858,0.7,241.65
2018090901,248,I,1,10,5,CLE,1,2557986,76,246,0,1556,0,0.4790527820587158,0.7907591289387785,5.5443665102516375,8.39,0.14999999999999858,1.2,323.24
2018090901,291,I,3,6,3,CLE,1,2543488,71,196,0,1518,0,0.6442793011665344,0.47853944456022246,NA,3.049999999999997,0.14999999999999858,0.7,1.9700000000000273
2018090901,339,C,1,10,4,PIT,1,2557978,73,233,1,1508,0,0.7861964106559753,12.335562411175262,NA,-0.7399999999999984,0.14999999999999858,0.6,268.78
2018090901,405,I,2,9,3,PIT,1,2557960,68,185,0,1390,0,0.7985439300537109,2.4396106246694327,NA,2.950000000000003,0.14999999999999858,0.7,126.36999999999999
