game_id,play_id,y_side_init,n_route,nfl_id,nfl_id_intersect,x_intersect,y_intersect,n_intersection
2018090600,146,left,2,2555415,2560854,70.71112478551565,15.36692809103998,1
2018090600,146,left,2,2560854,2555415,70.71112478551565,15.36692809103998,1
2018090600,344,right,3,2540158,2560995,17.145068476095616,21.604558329183266,1
2018090600,344,right,3,2560995,2540158,17.145068476095616,21.604558329183266,1
2018090600,521,right,2,2507828,2555415,98.06,98.74766269241894,1
2018090600,521,right,2,2555415,2507828,98.06,98.74766269241894,1
2018090600,636,left,3,2533040,2558023,104.85,105.80658892947457,1
2018090600,636,left,3,2558023,2533040,104.85,105.80658892947457,1
2018090600,992,right,2,2540158,2560995,50.21506493506494,30.73463203463204,1
2018090600,992,right,2,2560995,2540158,50.21506493506494,30.73463203463204,1
2018090600,1295,right,3,2507763,2540158,92.17926589426541,34.32888780709441,1
2018090600,1295,right,3,2540158,2507763,92.17926589426541,34.32888780709441,1
2018090600,1473,left,2,2495454,2533040,59.971189229618545,39.190359012715035,1
2018090600,1473,left,2,2533040,2495454,59.971189229618545,39.190359012715035,1
2018090600,1680,right,3,2540158,2552600,14.609682539682533,30.84275132275133,1
2018090600,1680,right,3,2552600,2540158,14.609682539682533,30.84275132275133,1
2018090600,1869,right,2,2495454,2533040,18.85,18.99944162436548,1
2018090600,1869,right,2,2533040,2495454,18.85,18.99944162436548,1
2018090600,2648,left,2,2552600,2560995,48.900000000000006,49.37647455626291,1
2018090600,2648,left,2,2560995,2552600,48.900000000000006,49.37647455626291,1
2018090600,2693,right,3,2540158,2552600,65.76994930318394,30.88336090900735,1
2018090600,2693,right,3,2552600,2540158,65.76994930318394,30.88336090900735,1
2018090600,2811,right,3,2540158,2552600,83.84,29.757976190476203,1
2018090600,2811,right,3,2552600,2540158,83.84,29.757976190476203,1
2018090600,3004,left,3,2533040,2560854,48.19,32.88153846153846,1
2018090600,3004,left,3,2560854,2533040,48.19,32.88153846153846,1
2018090600,3203,right,2,2533040,2558023,40.24730628654971,17.039404239766082,1
2018090600,3203,right,2,2558023,2533040,40.24730628654971,17.039404239766082,1
2018090600,3392,right,2,2495454,2560854,92.85,93.80826709062002,1
2018090600,3392,right,2,2560854,2495454,92.85,93.80826709062002,1
2018090600,3392,left,2,2533040,2555415,93.13,93.3538209432454,1
2018090600,3392,left,2,2555415,2533040,93.13,93.3538209432454,1
2018090600,4472,right,2,2495454,2533040,103.33876543209875,104.41761819803746,1
2018090600,4472,right,2,2533040,2495454,103.33876543209875,104.41761819803746,1
2018090900,71,right,2,71269,2543847,30.266829992576096,19.180935412026727,1
2018090900,71,right,2,2543847,71269,30.266829992576096,19.180935412026727,1
2018090903,149,right,3,2495966,2532903,57.42,58.35212677315432,1
2018090903,149,right,3,2532903,2495966,57.42,58.35212677315432,1
2018090902,163,right,2,2540232,2543466,93.33155793573518,38.578367413177524,1
2018090902,163,right,2,2543466,2540232,93.33155793573518,38.578367413177524,1
2018090903,194,right,2,2532903,2557848,79.83788744367934,23.36226727875542,1
2018090903,194,right,2,2557848,2532903,79.83788744367934,23.36226727875542,1
2018090903,218,right,2,2495966,2557848,79.66,79.7325992063492,1
2018090903,218,right,2,2557848,2495966,79.66,79.7325992063492,1
2018090907,270,left,3,2557895,2559153,87.15,87.7610998582135,1
2018090907,270,left,3,2559153,2557895,87.15,87.7610998582135,1
2018090905,313,right,2,2540165,2543646,36.620000000000005,36.99386587297778,1
2018090905,313,right,2,2543646,2540165,36.620000000000005,36.99386587297778,1
2018090905,337,right,3,2540165,2543646,38.150000000000006,38.24632545931758,2
2018090905,337,right,3,2543646,2540165,38.150000000000006,38.24632545931758,2
2018090905,337,right,3,2543646,2561427,39.56,40.25957220487918,2
2018090905,337,right,3,2561427,2543646,39.56,40.25957220487918,2
2018090906,480,left,3,2506122,2541834,52.150000000000006,52.847018794556064,1
2018090906,480,left,3,2541834,2506122,52.150000000000006,52.847018794556064,1
2018090906,480,right,2,2556370,2558019,53.2405094459775,37.393110450718176,1
2018090906,480,right,2,2558019,2556370,53.2405094459775,37.393110450718176,1
2018090905,475,right,3,497240,2530515,60.60764641913935,19.33671120086997,2
2018090905,475,right,3,497240,2552424,57.4,57.47960049937578,2
2018090905,475,right,3,2530515,497240,60.60764641913935,19.33671120086997,2
2018090905,475,right,3,2552424,497240,57.4,57.47960049937578,2
2018090902,527,left,2,2543759,2560742,54.879999999999995,55.6328384279476,1
2018090902,527,left,2,2560742,2543759,54.879999999999995,55.6328384279476,1
2018090906,628,right,4,2556370,2558928,91.23,91.46851590106007,1
2018090906,628,right,4,2558928,2556370,91.23,91.46851590106007,1
2018090905,585,left,3,2541316,2543646,59.44,59.60139282404342,1
2018090905,585,left,3,2543646,2541316,59.44,59.60139282404342,1
2018090901,635,right,3,2552633,2558149,58.125961014462376,20.950299727520438,1
2018090901,635,right,3,2558149,2552633,58.125961014462376,20.950299727520438,1
2018090902,673,left,3,2532865,2543466,99.01,21.39478260869565,3
2018090902,673,left,3,2532865,2543759,98.17275862068966,99.40347701149426,3
2018090902,673,left,3,2543466,2532865,99.01,21.39478260869565,3
2018090902,673,left,3,2543466,2543759,99.01,99.46969498910676,3
2018090902,673,left,3,2543759,2532865,98.17275862068966,99.40347701149426,3
2018090902,673,left,3,2543759,2543466,99.01,99.46969498910676,3
2018090901,680,left,2,2508061,2557960,62.91,63.6221489239095,1
2018090901,680,left,2,2557960,2508061,62.91,63.6221489239095,1
2018090903,641,left,2,2495966,2557848,104.2,34.8138,1
2018090903,641,left,2,2557848,2495966,104.2,34.8138,1
2018090903,641,right,2,2532903,2555317,105.95088245162734,17.265040823174143,1
2018090903,641,right,2,2555317,2532903,105.95088245162734,17.265040823174143,1
2018090903,685,right,3,2532903,2557848,105.527712,19.514096000000002,1
2018090903,685,right,3,2557848,2532903,105.527712,19.514096000000002,1
2018090900,797,right,2,2552402,2560957,72.62,72.88909052288739,1
2018090900,797,right,2,2560957,2552402,72.62,72.88909052288739,1
2018090906,868,right,3,2506122,2541834,35.27862245535157,30.49150867990508,1
2018090906,868,right,3,2541834,2506122,35.27862245535157,30.49150867990508,1
2018090906,868,left,2,2556370,2558019,36.19473219155668,14.900672702810805,1
2018090906,868,left,2,2558019,2556370,36.19473219155668,14.900672702810805,1
2018090903,813,right,3,2649,2550272,24.430000000000007,24.88742169053991,1
2018090903,813,right,3,2550272,2649,24.430000000000007,24.88742169053991,1
2018090902,885,right,4,2543759,2556396,49.260000000000005,49.62690152947243,1
2018090902,885,right,4,2556396,2543759,49.260000000000005,49.62690152947243,1
2018090906,967,right,3,2507166,2558928,79.75,17.796428571428567,1
2018090906,967,right,3,2558928,2507166,79.75,17.796428571428567,1
2018090907,936,left,3,2543683,2557895,51.48,52.18999623815875,1
2018090907,936,left,3,2557895,2543683,51.48,52.18999623815875,1
2018090902,1206,right,3,2552586,2555466,28.310000000000002,28.397689713322084,1
2018090902,1206,right,3,2555466,2552586,28.310000000000002,28.397689713322084,1
2018090905,1138,left,2,497240,2533046,97.57899884076299,18.284064179576355,1
2018090905,1138,left,2,2533046,497240,97.57899884076299,18.284064179576355,1
2018090905,1247,left,2,2560896,2560951,74.74,74.89749999999997,1
2018090905,1247,left,2,2560951,2560896,74.74,74.89749999999997,1
2018090903,1336,right,2,2649,2552580,21.783037354562158,16.20611451316595,1
2018090903,1336,right,2,2552580,2649,21.783037354562158,16.20611451316595,1
2018090900,1425,left,3,2552402,2555209,43.33,17.251446540880515,1
2018090900,1425,left,3,2555209,2552402,43.33,17.251446540880515,1
2018090900,1847,right,2,2495139,2543767,28.470602409638552,16.80987951807229,1
2018090900,1847,right,2,2543767,2495139,28.470602409638552,16.80987951807229,1
2018090900,2037,right,3,2495139,2543471,34.5780048076923,21.732067307692308,1
2018090900,2037,right,3,2543471,2495139,34.5780048076923,21.732067307692308,1
2018090900,2199,right,3,2550256,2560957,51.74890506697729,30.448722820811494,1
2018090900,2199,right,3,2560957,2550256,51.74890506697729,30.448722820811494,1
2018090905,2193,right,3,2530515,2552424,103.49,103.78401139363623,2
2018090905,2193,right,3,2530515,2559211,104.56,32.40568627450983,2
2018090905,2193,right,3,2552424,2530515,103.49,103.78401139363623,2
2018090905,2193,right,3,2559211,2530515,104.56,32.40568627450983,2
2018090900,2312,right,3,2550256,2560957,79.16278111880176,30.36134479367601,1
2018090900,2312,right,3,2560957,2550256,79.16278111880176,30.36134479367601,1
2018090907,2141,right,2,2543590,2555295,76.72744139316812,18.216255860683187,1
2018090907,2141,right,2,2555295,2543590,76.72744139316812,18.216255860683187,1
2018090905,2369,right,2,2540165,2543646,36.591689623507804,35.19837465564739,1
2018090905,2369,right,2,2543646,2540165,36.591689623507804,35.19837465564739,1
2018090906,2501,left,4,2553895,2557856,105.33,105.33,1
2018090906,2501,left,4,2557856,2553895,105.33,105.33,1
2018090907,2511,left,2,2540225,2543683,65.50999999999999,65.78910498361397,1
2018090907,2511,left,2,2543683,2540225,65.50999999999999,65.78910498361397,1
2018090907,2686,left,3,2543496,2555295,34.08153846153846,31.05153846153846,1
2018090907,2686,left,3,2555295,2543496,34.08153846153846,31.05153846153846,1
2018090906,2923,right,3,2556370,2556752,34.22,34.93268588213696,1
2018090906,2923,right,3,2556752,2556370,34.22,34.93268588213696,1
2018090906,3143,right,2,2556370,2558019,24.994285714285684,14.36,1
2018090906,3143,right,2,2558019,2556370,24.994285714285684,14.36,1
2018090907,3055,right,3,2543496,2557858,36.17,38.97867778962554,1
2018090907,3055,right,3,2557858,2543496,36.17,38.97867778962554,1
2018090906,3223,right,2,2558019,2558928,53.78935876999023,17.263737337378515,1
2018090906,3223,right,2,2558928,2558019,53.78935876999023,17.263737337378515,1
2018090907,3077,right,3,2543496,2555295,38.1308730733423,30.372035102237852,1
2018090907,3077,right,3,2555295,2543496,38.1308730733423,30.372035102237852,1
2018090905,3242,right,2,497240,2543773,48.09,48.430583632695246,1
2018090905,3242,right,2,2543773,497240,48.09,48.430583632695246,1
2018090906,3335,right,3,2553895,2557856,49.31,22.74790697674416,1
2018090906,3335,right,3,2557856,2553895,49.31,22.74790697674416,1
2018090907,3193,right,3,2557895,2559153,44.19,23.87,1
2018090907,3193,right,3,2559153,2557895,44.19,23.87,1
2018090902,3525,right,2,2543759,2560742,39.96,40.42077457795432,1
2018090902,3525,right,2,2560742,2543759,39.96,40.42077457795432,1
2018090907,3475,right,3,2557895,2559153,37.11,37.85025641025641,1
2018090907,3475,right,3,2559153,2557895,37.11,37.85025641025641,1
2018090906,3754,right,2,2541834,2558928,95.85858710106383,36.26837572030142,1
2018090906,3754,right,2,2558928,2541834,95.85858710106383,36.26837572030142,1
2018090906,3754,left,2,2556370,2560878,95.32,95.84266666666666,1
2018090906,3754,left,2,2560878,2556370,95.32,95.84266666666666,1
2018090907,3567,left,2,2543496,2557858,43.1437071112049,16.882427657030316,1
2018090907,3567,left,2,2557858,2543496,43.1437071112049,16.882427657030316,1
2018090901,3482,right,3,2543488,2555468,60.51,60.51,1
2018090901,3482,right,3,2555468,2543488,60.51,60.51,1
2018090907,3871,left,2,2543496,2555295,49.44,49.75927380606881,1
2018090907,3871,left,2,2555295,2543496,49.44,49.75927380606881,1
2018090902,4120,right,2,2543759,2556396,74.82179033114929,11.825529130511779,1
2018090902,4120,right,2,2556396,2543759,74.82179033114929,11.825529130511779,1
2018090907,3955,left,3,2555295,2557858,72.43,73.29731870192639,1
2018090907,3955,left,3,2557858,2555295,72.43,73.29731870192639,1
2018090901,3938,right,3,2543488,2557986,69.01,18.60954545454545,1
2018090901,3938,right,3,2557986,2543488,69.01,18.60954545454545,1
2018090906,4116,right,3,2506122,2558928,42.46935707220573,29.761196834817017,1
2018090906,4116,right,3,2558928,2506122,42.46935707220573,29.761196834817017,1
2018090902,4300,right,3,2532865,2543759,28.69,28.804312267657995,1
2018090902,4300,right,3,2543759,2532865,28.69,28.804312267657995,1
2018090903,1971,left,2,2540202,2550272,41.45172295514512,17.814863676341254,1
2018090903,1971,left,2,2550272,2540202,41.45172295514512,17.814863676341254,1
2018090909,157,right,3,2543491,2552415,71.18,71.52135964912281,2
2018090909,157,right,3,2552415,2543491,71.18,71.52135964912281,2
2018090909,157,right,3,2552415,2555343,72.55,34.98333333333335,2
2018090909,157,right,3,2555343,2552415,72.55,34.98333333333335,2
2018090909,477,left,3,2559248,2560781,43.93,44.12231370098422,1
2018090909,477,left,3,2560781,2559248,43.93,44.12231370098422,1
2018090903,2267,right,4,2649,2540202,73.70436631234669,33.198460070864,2
2018090903,2267,right,4,2540202,2649,73.70436631234669,33.198460070864,2
2018090903,2267,right,4,2540202,2556190,72.55842758620689,74.51623987358231,2
2018090903,2267,right,4,2556190,2540202,72.55842758620689,74.51623987358231,2
2018090909,556,left,3,2543491,2555343,30.185875046307395,17.664954418996565,1
2018090909,556,left,3,2555343,2543491,30.185875046307395,17.664954418996565,1
2018090903,2381,right,2,2649,2560994,81.92,82.01294403892945,1
2018090903,2381,right,2,2560994,2649,81.92,82.01294403892945,1
2018090903,2453,left,3,2649,2540202,104.14,18.932564102564104,2
2018090903,2453,left,3,2540202,2649,104.14,18.932564102564104,2
2018090903,2453,left,3,2540202,2556190,103.11,103.49313373253493,2
2018090903,2453,left,3,2556190,2540202,103.11,103.49313373253493,2
2018090910,577,right,2,2539205,2560735,36.98682926829268,16.914634146341463,1
2018090910,577,right,2,2560735,2539205,36.98682926829268,16.914634146341463,1
