game_id,temperature,humidity,precipitation,wind_speed
2018090600,78.875,72.41666666666667,0.002,7.015833333333333
2018090900,62.831428571428575,95.28571428571429,0.10114285714285715,19.271428571428572
2018090901,60.285714285714285,86.85714285714286,0.06914285714285714,10.81857142857143
2018090902,59.62181818181818,91.36363636363636,0.015,12.873636363636363
2018090903,83.26727272727273,73.9090909090909,0.002818181818181818,7.034545454545454
2018090904,70.88,53.857142857142854,0,10.022857142857143
2018090905,60.300000000000004,62.77777777777778,0,8.778333333333332
2018090906,83.58285714285714,75.85714285714286,0.002857142857142857,5.451428571428571
2018090907,59.46285714285714,85.57142857142857,0.028142857142857143,5.84
2018090908,75.65,69,0,9.383333333333333
2018090909,104.27,19.666666666666668,0,10.748333333333333
2018090910,74.9,88,0,3.6666666666666665
2018090911,81.86,19,0,8.64
2018090912,55.04,80.33333333333333,0,4.493333333333333
2018091000,61.22,81.83333333333333,0,6.318333333333333
2018091001,62.900000000000006,75,0,5.386666666666667
2018091300,69.5,99,0,0
2018091600,79.88,75,0,12.02
2018091601,84.56,51,0,6.64
2018091602,81.57714285714286,63.285714285714285,0,8.237142857142857
2018091603,91.03999999999999,61.166666666666664,0,4.825
2018091604,86,52,0,4.81
2018091605,78.59428571428572,61,0,9.354285714285714
2018091606,91.4,61.285714285714285,0,10.5
2018091607,83.15,58.083333333333336,0,12.770833333333334
2018091608,77.9,74.66666666666667,0,9.601666666666667
2018091609,77.396,52.6,0,10.799999999999999
2018091610,71.63857142857142,49.285714285714285,0,15.484285714285715
2018091611,87.14,14.833333333333334,0,8.06
2018091612,88.46000000000001,66.5,0.0033333333333333335,7.518333333333333
2018091613,82.46,74.5,0,2.36
2018091700,80.36,55.833333333333336,0,2.506666666666667
2018092000,79.31,71.16666666666667,0,12.271666666666667
2018092300,87.13142857142857,47,0,7.562857142857143
2018092301,63.14,92.57142857142857,0.036571428571428574,8.08
2018092302,79.57142857142857,72.28571428571429,0,6.605714285714285
2018092303,80.03,72.16666666666667,0.002,6.359999999999999
